,FIPS,State,County Name,NonHSWhite,NonHSBlack,NonHSAsian,HS
1976,47189,TN,Wilson County,1.0380499405469679,1.4657534246575343,0.0,0.0
1979,48001,TX,Anderson County,1.1786941580756016,0.9857142857142857,0.0,0.5879120879120879
1982,48005,TX,Angelina County,1.0868113522537564,1.08,0.0,0.7973568281938326
1985,48027,TX,Bell County,1.3589164785553047,0.8099547511312217,0.6206896551724137,0.7598425196850394
1988,48029,TX,Bexar County,0.8708487084870847,0.5675675675675677,0.26666666666666666,1.1732673267326732
1991,48037,TX,Bowie County,1.1315372424722663,1.024,0.0,0.32051282051282054
1994,48039,TX,Brazoria County,0.858719646799117,1.9027777777777781,0.3529411764705882,0.9651898734177214
1997,48041,TX,Brazos County,1.041742286751361,1.849056603773585,0.0,0.8206106870229007
2000,48049,TX,Brown County,1.1005665722379605,0.0,0.0,0.7142857142857143
2003,48061,TX,Cameron County,1.0,0.0,0.0,1.011111111111111
2006,48073,TX,Cherokee County,1.165,1.3333333333333333,0.0,0.4495798319327731
2009,48085,TX,Collin County,1.1818181818181817,0.9807692307692307,0.4720496894409938,1.0580645161290323
2012,48091,TX,Comal County,0.8496240601503758,0.0,0.0,1.489285714285714
2015,48113,TX,Dallas County,1.2084805653710249,1.0616740088105727,0.4769230769230769,0.9312039312039313
2018,48121,TX,Denton County,1.234375,0.7428571428571429,0.39999999999999997,0.8622448979591837
2021,48135,TX,Ector County,1.0460526315789473,1.0681818181818183,0.0,1.0048
2024,48139,TX,Ellis County,1.0255102040816326,1.1896551724137931,0.0,0.9479553903345724
2027,48141,TX,El Paso County,0.7499999999999999,0.4193548387096774,0.0,1.0797101449275364
2030,48157,TX,Fort Bend County,1.0501567398119123,0.9901960784313727,0.6844660194174756,1.285140562248996
2033,48167,TX,Galveston County,0.7495590828924162,1.528,0.6060606060606061,1.421259842519685
2036,48181,TX,Grayson County,1.1554959785522787,0.9482758620689655,0.0,0.33098591549295775
2039,48183,TX,Gregg County,1.2140350877192982,1.0544554455445543,0.0,0.4114583333333333
2042,48187,TX,Guadalupe County,0.7825203252032521,0.7848101265822784,0.0,1.4401041666666667
2045,48201,TX,Harris County,1.0627177700348434,0.9095744680851064,0.7887323943661972,1.0640732265446224
2048,48209,TX,Hays County,0.7828571428571428,0.0,0.0,1.3591022443890275
2051,48213,TX,Henderson County,1.1149870801033592,0.0,0.0,0.0
2054,48215,TX,Hidalgo County,1.0,0.0,0.0,1.014054054054054
2057,48221,TX,Hood County,1.1258992805755395,0.0,0.0,0.0
2060,48223,TX,Hopkins County,1.2558459422283357,0.0,0.0,0.0
2063,48231,TX,Hunt County,1.1778093883357041,0.8205128205128205,0.0,0.6136363636363636
2066,48245,TX,Jefferson County,1.5954198473282442,0.770392749244713,0.0,0.497737556561086
2069,48251,TX,Johnson County,1.2320916905444126,0.0,0.0,0.45777777777777773
2072,48277,TX,Lamar County,1.0136054421768708,1.1893939393939394,0.0,0.0
2075,48303,TX,Lubbock County,0.8840304182509505,0.6857142857142856,0.0,1.325068870523416
2078,48309,TX,McLennan County,1.1787003610108302,0.8633093525179855,0.0,0.7888888888888889
2081,48323,TX,Maverick County,0.0,0.0,0.0,1.0452155625657202
2084,48329,TX,Midland County,0.9704545454545455,1.0967741935483872,0.0,1.0934782608695652
2087,48339,TX,Montgomery County,0.8958009331259719,2.2641509433962264,0.5806451612903225,1.1235059760956174
2090,48347,TX,Nacogdoches County,1.133445945945946,1.3011363636363638,0.0,0.45999999999999996
2093,48349,TX,Navarro County,1.1710037174721188,1.7741935483870968,0.0,0.4768683274021352
2096,48355,TX,Nueces County,0.8989547038327527,0.5142857142857142,0.0,1.1118012422360248
2099,48367,TX,Parker County,1.1561743341404358,0.0,0.0,0.0
2102,48375,TX,Potter County,1.4212962962962963,0.48514851485148514,0.5535714285714286,0.764102564102564
2105,48397,TX,Rockwall County,1.0754716981132075,0.8873239436619719,0.0,0.8763440860215054
2108,48423,TX,Smith County,1.1912013536379018,1.0232558139534884,0.0,0.5572139303482587
2111,48439,TX,Tarrant County,1.245575221238938,0.8411764705882352,0.625,0.8639455782312926
2114,48441,TX,Taylor County,1.1661341853035143,0.35135135135135137,0.0,0.956
2117,48451,TX,Tom Green County,0.9713193116634798,0.9444444444444445,0.0,1.1130221130221132
2120,48453,TX,Travis County,0.8299180327868854,1.325,0.25,1.380952380952381
2123,48465,TX,Val Verde County,0.925170068027211,0.0,0.0,1.051094890510949
2126,48469,TX,Victoria County,0.917995444191344,1.2280701754385965,0.0,1.0815899581589958
2129,48479,TX,Webb County,0.4444444444444445,0.0,0.0,1.028301886792453
2132,48485,TX,Wichita County,1.1922480620155038,0.6826923076923077,0.0,0.7525252525252525
2135,48491,TX,Williamson County,1.0758620689655174,1.08955223880597,0.28205128205128205,1.1129032258064517
2138,48497,TX,Wise County,1.0986842105263157,0.0,0.0,0.7939698492462312
2141,49011,UT,Davis County,1.0072639225181599,0.0,0.0,0.6633663366336634
2144,49035,UT,Salt Lake County,0.9450867052023122,0.6111111111111112,1.0,1.0864864864864865
2147,49049,UT,Utah County,0.9876543209876543,0.0,0.0,1.1404958677685952
2150,49053,UT,Washington County,0.9614921780986764,0.0,0.0,0.7222222222222222
2153,49057,UT,Weber County,0.9854111405835544,0.0,0.0,0.9358288770053476
2156,51003,VA,Albemarle County,1.05078125,1.851063829787234,0.0,0.0
2159,51013,VA,Arlington County,0.7520391517128875,2.4395604395604398,1.2685185185185186,1.1025641025641024
2162,51015,VA,Augusta County,0.9767184035476718,2.066666666666667,0.0,0.0
2165,51041,VA,Chesterfield County,1.0610561056105612,1.148936170212766,0.0,0.736842105263158
2168,51059,VA,Fairfax County,1.038,1.0909090909090908,0.7638190954773869,1.303030303030303
2171,51085,VA,Hanover County,0.6510791366906475,4.612903225806452,0.0,0.0
2174,51087,VA,Henrico County,1.1151631477927062,1.132450331125828,0.2777777777777778,0.6333333333333333
2177,51107,VA,Loudoun County,1.2614259597806214,1.24,0.6019900497512437,0.6906474820143884
2180,51121,VA,Montgomery County,1.110179640718563,0.0,0.0,0.0
2183,51153,VA,Prince William County,0.9759036144578315,1.1844660194174759,0.891304347826087,1.0448979591836736
2186,51165,VA,Rockingham County,1.0068337129840548,0.0,0.0,1.0
2189,51191,VA,Washington County,1.0262605042016808,0.0,0.0,0.0
2192,51510,VA,Alexandria city,0.8582375478927203,1.1972477064220184,1.0952380952380953,1.2469879518072289
2195,51540,VA,Charlottesville city,0.8668683812405445,1.3,0.0,2.8275862068965516
2198,51550,VA,Chesapeake city,0.9646643109540638,1.2466216216216217,1.2352941176470589,0.0
2201,51590,VA,Danville city,1.4987893462469735,0.7352941176470588,0.0,0.0
2204,51630,VA,Fredericksburg city,1.1573604060913707,0.763157894736842,0.0,0.8899082568807339
2207,51650,VA,Hampton city,0.8155080213903743,1.30784708249497,0.0,0.0
2210,51680,VA,Lynchburg city,1.2028753993610224,0.8188405797101449,0.0,0.0
2213,51683,VA,Manassas city,1.2582278481012659,0.9926470588235294,0.0,0.8372703412073491
2216,51690,VA,Martinsville city,1.590277777777778,0.6388888888888888,0.0,0.0
2219,51700,VA,Newport News city,1.2203791469194314,1.0488997555012225,0.0,0.0
2222,51710,VA,Norfolk city,0.9027777777777778,1.3308641975308642,1.1081081081081081,0.0
2225,51730,VA,Petersburg city,2.6948051948051948,0.7195767195767196,0.0,0.0
2228,51740,VA,Portsmouth city,1.0808625336927224,1.0562851782363976,0.0,0.0
2231,51760,VA,Richmond city,1.1184834123222749,0.9782135076252723,0.0,0.8767123287671234
2234,51770,VA,Roanoke city,1.4740484429065746,0.3554006968641115,0.0,0.0
2237,51775,VA,Salem city,0.9517078916372204,2.3513513513513513,0.0,0.0
2240,51800,VA,Suffolk city,1.0695296523517384,1.0575539568345325,0.0,0.0
2243,51810,VA,Virginia Beach city,1.0163934426229508,1.2094240837696335,1.0985915492957747,0.6352941176470588
2246,51840,VA,Winchester city,1.3835616438356164,0.0,0.0,0.25136612021857924
2249,50007,VT,Chittenden County,1.087202718006795,0.0,0.0,0.0
2252,53005,WA,Benton County,0.8686868686868687,0.0,0.0,1.4469026548672566
2255,53007,WA,Chelan County,0.9985185185185185,0.0,0.0,1.0177304964539007
2258,53011,WA,Clark County,1.0481770833333335,0.0,0.9583333333333333,0.8118811881188118
2261,53033,WA,King County,1.076388888888889,1.0606060606060606,0.8186528497409327,1.030612244897959
2264,53053,WA,Pierce County,1.0944272445820433,1.014285714285714,1.2238805970149254,0.5
2267,53061,WA,Snohomish County,1.1358936484490398,0.7714285714285714,0.7796610169491526,0.6380952380952382
2270,53063,WA,Spokane County,1.0239520958083832,0.0,0.9565217391304347,0.9180327868852459
2273,53067,WA,Thurston County,1.061307901907357,0.0,0.0,1.0645161290322582
2276,53073,WA,Whatcom County,1.030729833546735,0.0,0.0,0.826530612244898
2279,53077,WA,Yakima County,1.392434988179669,0.0,0.0,0.5828343313373253
2282,55009,WI,Brown County,1.0386052303860522,0.0,0.0,0.8444444444444444
2285,55025,WI,Dane County,1.1199494949494948,0.8679245283018868,0.0,0.6
2288,55027,WI,Dodge County,1.0670391061452513,0.0,0.0,0.0
2291,55035,WI,Eau Claire County,1.0380313199105147,0.0,0.0,0.0
2294,55039,WI,Fond du Lac County,1.050561797752809,0.0,0.0,0.0
2297,55059,WI,Kenosha County,1.0981432360742704,0.9130434782608695,0.0,0.6888888888888889
2300,55063,WI,La Crosse County,1.0212290502793295,0.0,0.0,0.0
2303,55073,WI,Marathon County,1.0487528344671202,0.0,0.5666666666666668,0.0
2306,55079,WI,Milwaukee County,1.1699604743083003,0.9429657794676806,0.7391304347826088,0.7564102564102564
2309,55087,WI,Outagamie County,1.0540229885057473,0.0,0.8611111111111112,0.6739130434782609
2312,55089,WI,Ozaukee County,0.8813186813186813,9.3125,0.0,0.0
2315,55101,WI,Racine County,1.0757363253856944,1.1150442477876106,0.0,0.7426470588235294
2318,55105,WI,Rock County,1.0267314702308628,1.0204081632653061,0.0,0.9010989010989011
2321,55117,WI,Sheboygan County,1.0479041916167666,0.0,0.0,0.8507462686567164
2324,55127,WI,Walworth County,1.1066822977725674,0.0,0.0,0.0
2327,55131,WI,Washington County,1.0648648648648649,0.0,0.0,0.0
2330,55133,WI,Waukesha County,1.0375,2.25,0.4210526315789474,0.673469387755102
2333,55135,WI,Waupaca County,1.0382978723404255,0.0,0.0,0.0
2336,55139,WI,Winnebago County,1.0591581342434586,0.0,0.0,0.0
2339,55141,WI,Wood County,1.0217391304347825,0.0,0.0,0.0
2342,54003,WV,Berkeley County,1.0394736842105263,1.0666666666666667,0.0,0.0
2345,54009,WV,Brooke County,0.9905857740585774,0.0,0.0,0.0
2348,54011,WV,Cabell County,1.0577136514983352,0.7872340425531914,0.0,0.0
2351,54033,WV,Harrison County,1.0362087326943556,0.0,0.0,0.0
2354,54039,WV,Kanawha County,1.0763968072976053,0.6133333333333334,0.0,0.0
2357,54055,WV,Mercer County,1.0575858250276855,0.0,0.0,0.0
2360,54061,WV,Monongalia County,1.1007927519818799,0.0,0.0,0.0
2363,54069,WV,Ohio County,1.0544069640914036,0.0,0.0,0.0
2366,54081,WV,Raleigh County,1.0892448512585813,0.0,0.0,0.0
2369,54107,WV,Wood County,1.0347003154574133,0.0,0.0,0.0
2372,56021,WY,Laramie County,0.9324840764331209,0.0,0.0,1.3758389261744965
2375,56025,WY,Natrona County,0.9106728538283063,0.0,0.0,0.8620689655172414
